provider_id,hcpcs_code,state,month,payer_product,contract_type,utilization_count,billed_amount,contract_allowed_amount,contract_paid_amount,medicare_benchmark_amount,contract_total_paid,medicare_total_benchmark,contract_to_medicare_ratio,dollar_variance,percent_variance,total_financial_variance,benchmark_band,over_benchmark_flag,under_benchmark_flag
PRV041,80053,NC,2025-02,Exchange,Fee Schedule,51,24.81,18.71,16.62,15.37,847.62,783.87,1.2173064411190633,3.3400000000000016,0.21730644111906322,170.3400000000001,above_120_percent,1,0
PRV030,J3490,NC,2024-01,Medicare Advantage,Fee Schedule,18,203.09,137.37,133.15,115.62,2396.7000000000003,2081.16,1.1881162428645562,21.75,0.1881162428645563,391.5,100_to_120_percent,0,0
PRV027,27447,MD,2025-08,Commercial HMO,Fee Schedule,18,1984.23,1110.22,1110.22,1304.32,19983.96,23477.76,0.8511868253189402,-194.0999999999999,-0.1488131746810598,-3493.7999999999984,80_to_100_percent,0,0
PRV057,80053,MD,2025-02,Commercial PPO,Negotiated Commercial,57,24.55,17.41,16.47,13.94,938.79,794.5799999999999,1.2489239598278337,3.4700000000000006,0.24892395982783364,197.79000000000005,above_120_percent,1,0
PRV010,J3490,PA,2024-05,Commercial HMO,Negotiated Commercial,12,185.37,116.45,108.69,112.06,1304.28,1344.72,1.039175441727646,4.390000000000001,0.03917544172764591,52.68000000000001,100_to_120_percent,0,0
PRV035,99214,FL,2025-08,Exchange,Negotiated Commercial,124,194.1,144.86,132.69,131.82,16453.56,16345.679999999998,1.0989227734789866,13.04000000000002,0.09892277347898666,1616.9600000000025,100_to_120_percent,0,0
PRV033,27447,FL,2025-12,Exchange,Case Rate,20,3251.69,1705.99,1582.0,1324.33,31640.0,26486.6,1.2881910097936315,381.6600000000001,0.28819100979363155,7633.200000000002,above_120_percent,1,0
PRV029,70551,NC,2024-02,Medicare Advantage,Fee Schedule,17,216.02,179.18,166.47,227.36,2829.99,3865.1200000000003,0.7880893736805067,-48.18000000000001,-0.21191062631949334,-819.0600000000002,below_80_percent_of_medicare,0,1
PRV049,93000,PA,2025-09,Commercial PPO,Percent of Medicare,28,27.24,20.88,20.41,23.12,571.48,647.36,0.903114186851211,-2.240000000000002,-0.09688581314878901,-62.720000000000056,80_to_100_percent,0,0
PRV017,A0429,VA,2025-06,Medicare Advantage,Negotiated Commercial,19,581.97,420.18,412.29,294.16,7833.51,5589.040000000001,1.4284063094914332,126.01999999999998,0.42840630949143316,2394.3799999999997,above_120_percent,1,0
PRV058,45378,MD,2024-09,Commercial HMO,Negotiated Commercial,17,488.71,403.99,367.71,396.82,6251.07,6745.94,1.018068645733582,7.170000000000016,0.018068645733582016,121.89000000000027,100_to_120_percent,0,0
PRV020,99213,NC,2025-04,Exchange,Fee Schedule,116,174.57,103.82,102.02,94.24,11834.32,10931.84,1.1016553480475382,9.579999999999998,0.10165534804753819,1111.2799999999997,100_to_120_percent,0,0
PRV033,99213,FL,2025-07,Medicare Advantage,Case Rate,74,187.1,108.75,102.02,82.42,7549.48,6099.08,1.3194612958019898,26.33,0.3194612958019898,1948.4199999999998,above_120_percent,1,0
PRV032,99213,NC,2024-12,Exchange,Negotiated Commercial,118,240.03,140.25,131.86,98.92,15559.480000000001,11672.56,1.4178123736352608,41.33,0.4178123736352608,4876.94,above_120_percent,1,0
PRV051,71046,VA,2025-04,Commercial HMO,Fee Schedule,20,74.27,43.13,41.76,32.83,835.1999999999999,656.5999999999999,1.3137374352726165,10.300000000000004,0.31373743527261666,206.00000000000009,above_120_percent,1,0
PRV027,71046,MD,2024-02,Medicare Advantage,Case Rate,18,34.38,29.19,26.92,33.04,484.56000000000006,594.72,0.8834745762711865,-3.849999999999998,-0.1165254237288135,-69.29999999999995,80_to_100_percent,0,0
PRV018,45378,VA,2025-11,Exchange,Percent of Medicare,32,959.45,594.33,556.47,397.24,17807.04,12711.68,1.4961484241264726,197.09000000000003,0.49614842412647275,6306.880000000001,above_120_percent,1,0
PRV002,27447,NC,2025-11,Medicare Advantage,Negotiated Commercial,19,3540.38,1868.85,1765.74,1324.33,33549.06,25162.269999999997,1.411166401123587,544.52,0.41116640112358704,10345.88,above_120_percent,1,0
PRV022,99213,PA,2024-06,Exchange,Negotiated Commercial,84,157.93,107.8,106.69,94.24,8961.96,7916.16,1.1438879456706281,13.560000000000002,0.1438879456706282,1139.0400000000002,100_to_120_percent,0,0
PRV050,71046,NC,2024-12,Exchange,Case Rate,22,66.28,36.43,31.17,35.12,685.74,772.64,1.0373006833712985,1.3100000000000023,0.03730068337129847,28.82000000000005,100_to_120_percent,0,0
PRV001,45378,FL,2024-06,Commercial PPO,Percent of Medicare,13,561.98,372.1,349.15,396.98,4538.95,5160.74,0.9373268174719129,-24.879999999999995,-0.06267318252808704,-323.43999999999994,80_to_100_percent,0,0
PRV054,J3490,PA,2024-10,Commercial PPO,Case Rate,16,185.95,122.42,109.1,112.06,1745.6,1792.96,1.0924504729609137,10.36,0.09245047296091378,165.76,100_to_120_percent,0,0
PRV033,93000,FL,2024-07,Commercial HMO,Negotiated Commercial,15,33.88,27.15,26.62,21.24,399.3,318.59999999999997,1.2782485875706215,5.91,0.2782485875706215,88.65,above_120_percent,1,0
PRV009,99213,MD,2025-09,Commercial HMO,Negotiated Commercial,94,159.83,111.71,98.89,97.52,9295.66,9166.88,1.1455086136177195,14.189999999999998,0.1455086136177194,1333.8599999999997,100_to_120_percent,0,0
PRV019,99214,NY,2025-05,Commercial PPO,Percent of Medicare,92,261.2,139.61,136.2,122.99,12530.4,11315.08,1.1351329376372064,16.62000000000002,0.13513293763720644,1529.0400000000018,100_to_120_percent,0,0
PRV034,80053,PA,2025-09,Medicare Advantage,Percent of Medicare,50,22.84,16.42,14.93,13.79,746.5,689.5,1.1907179115300945,2.6300000000000026,0.19071791153009446,131.5000000000001,100_to_120_percent,0,0
PRV019,71046,NY,2025-08,Medicare Advantage,Fee Schedule,25,76.42,37.76,37.76,35.45,944.0,886.2500000000001,1.0651622002820873,2.309999999999995,0.0651622002820873,57.74999999999988,100_to_120_percent,0,0
PRV007,80053,FL,2025-06,Commercial PPO,Case Rate,37,27.04,17.92,15.99,13.24,591.63,489.88,1.353474320241692,4.6800000000000015,0.35347432024169195,173.16000000000005,above_120_percent,1,0
PRV040,99213,MD,2024-04,Commercial PPO,Fee Schedule,78,160.48,85.03,79.78,82.42,6222.84,6428.76,1.0316670710992477,2.6099999999999994,0.03166707109924775,203.57999999999996,100_to_120_percent,0,0
PRV041,80053,NC,2025-08,Commercial PPO,Negotiated Commercial,41,26.83,17.28,16.42,13.79,673.22,565.39,1.2530819434372735,3.490000000000002,0.2530819434372735,143.0900000000001,above_120_percent,1,0
PRV008,93000,PA,2025-07,Medicare Advantage,Negotiated Commercial,22,25.72,24.5,22.63,21.24,497.85999999999996,467.28,1.1534839924670435,3.2600000000000016,0.1534839924670434,71.72000000000003,100_to_120_percent,0,0
PRV017,71046,VA,2024-03,Exchange,Negotiated Commercial,30,65.95,48.2,42.25,35.17,1267.5,1055.1000000000001,1.37048620983793,13.030000000000001,0.37048620983793007,390.90000000000003,above_120_percent,1,0
PRV015,99213,NC,2024-03,Medicare Advantage,Fee Schedule,92,100.11,73.1,69.1,77.64,6357.2,7142.88,0.9415249871200412,-4.540000000000006,-0.05847501287995886,-417.6800000000006,80_to_100_percent,0,0
PRV040,45378,MD,2025-07,Exchange,Fee Schedule,23,486.82,353.39,303.81,396.98,6987.63,9130.54,0.8901959796463297,-43.59000000000003,-0.10980402035367029,-1002.5700000000007,80_to_100_percent,0,0
PRV044,71046,MD,2024-10,Commercial HMO,Negotiated Commercial,20,53.08,42.93,40.5,33.04,810.0,660.8,1.2993341404358354,9.89,0.2993341404358354,197.8,above_120_percent,1,0
PRV044,80053,MD,2024-08,Medicare Advantage,Fee Schedule,43,23.36,17.93,16.81,13.94,722.8299999999999,599.42,1.2862266857962696,3.99,0.28622668579626975,171.57000000000002,above_120_percent,1,0
PRV057,A0429,MD,2024-10,Commercial PPO,Percent of Medicare,26,595.55,349.82,317.89,298.33,8265.14,7756.58,1.1725941071967285,51.49000000000001,0.1725941071967285,1338.7400000000002,100_to_120_percent,0,0
PRV047,45378,NC,2025-09,Medicare Advantage,Case Rate,13,977.63,443.02,368.23,393.64,4786.99,5117.32,1.1254445686413983,49.379999999999995,0.12544456864139822,641.9399999999999,100_to_120_percent,0,0
PRV020,99214,NC,2024-09,Medicare Advantage,Percent of Medicare,84,209.05,130.57,110.3,131.82,9265.199999999999,11072.88,0.9905173721741769,-1.25,-0.009482627825823093,-105.0,80_to_100_percent,0,0
PRV007,99214,FL,2024-09,Commercial HMO,Fee Schedule,92,262.5,179.47,160.43,131.82,14759.560000000001,12127.439999999999,1.3614777727203764,47.650000000000006,0.36147777272037634,4383.8,above_120_percent,1,0
PRV037,99213,VA,2024-10,Commercial HMO,Negotiated Commercial,76,86.59,82.47,75.89,94.24,5767.64,7162.24,0.8751061120543294,-11.769999999999996,-0.12489388794567059,-894.5199999999998,80_to_100_percent,0,0
PRV055,70551,NY,2024-02,Medicare Advantage,Percent of Medicare,28,449.43,219.78,208.48,219.7,5837.44,6151.599999999999,1.0003641329085116,0.0800000000000125,0.00036413290851166366,2.24000000000035,100_to_120_percent,0,0
PRV059,80053,VA,2024-01,Exchange,Fee Schedule,46,26.47,14.58,13.64,13.24,627.44,609.04,1.1012084592145015,1.3399999999999999,0.1012084592145015,61.63999999999999,100_to_120_percent,0,0
PRV014,80053,MD,2024-10,Exchange,Percent of Medicare,33,21.4,14.9,13.05,15.37,430.65000000000003,507.21,0.9694209499024073,-0.46999999999999886,-0.030579050097592642,-15.509999999999962,80_to_100_percent,0,0
PRV015,70551,NC,2024-01,Commercial PPO,Negotiated Commercial,14,411.8,253.01,250.44,275.26,3506.16,3853.64,0.9191673327036256,-22.25,-0.08083266729637434,-311.5,80_to_100_percent,0,0
PRV003,70551,PA,2025-07,Medicare Advantage,Fee Schedule,22,264.93,185.01,180.77,225.37,3976.94,4958.14,0.8209167147357678,-40.360000000000014,-0.1790832852642322,-887.9200000000003,80_to_100_percent,0,0
PRV009,99213,MD,2024-11,Commercial PPO,Fee Schedule,88,104.82,83.46,77.16,94.24,6790.08,8293.119999999999,0.8856112054329371,-10.780000000000001,-0.11438879456706284,-948.6400000000001,80_to_100_percent,0,0
PRV034,99214,PA,2025-01,Commercial PPO,Case Rate,84,224.27,154.59,149.34,133.35,12544.56,11201.4,1.1592800899887514,21.24000000000001,0.15928008998875148,1784.1600000000008,100_to_120_percent,0,0
PRV033,45378,FL,2024-09,Commercial HMO,Case Rate,18,976.22,553.24,495.79,396.98,8924.220000000001,7145.64,1.3936218449292155,156.26,0.39362184492921554,2812.68,above_120_percent,1,0
PRV023,A0429,MD,2025-07,Commercial HMO,Percent of Medicare,24,620.52,378.07,346.9,347.07,8325.599999999999,8329.68,1.0893191575186563,31.0,0.08931915751865618,744.0,100_to_120_percent,0,0
PRV019,J3490,NY,2024-11,Commercial HMO,Negotiated Commercial,23,168.95,112.96,95.89,117.66,2205.47,2706.18,0.9600543940166582,-4.700000000000003,-0.039945605983341854,-108.10000000000007,80_to_100_percent,0,0
PRV050,A0429,NC,2024-01,Medicare Advantage,Negotiated Commercial,25,498.65,291.11,262.09,298.33,6552.249999999999,7458.25,0.9757986122749975,-7.21999999999997,-0.024201387725002417,-180.49999999999926,80_to_100_percent,0,0
PRV028,71046,VA,2024-12,Exchange,Fee Schedule,17,61.09,41.58,38.08,34.99,647.36,594.83,1.1883395255787366,6.589999999999996,0.18833952557873668,112.02999999999994,100_to_120_percent,0,0
PRV049,J3490,PA,2024-05,Commercial HMO,Negotiated Commercial,23,185.86,99.88,95.97,115.62,2207.31,2659.26,0.8638643833246842,-15.740000000000009,-0.13613561667531576,-362.0200000000002,80_to_100_percent,0,0
PRV058,J3490,MD,2025-03,Exchange,Fee Schedule,18,151.53,117.68,113.35,101.59,2040.3,1828.6200000000001,1.158381730485284,16.090000000000003,0.158381730485284,289.62000000000006,100_to_120_percent,0,0
PRV020,J3490,NC,2025-02,Medicare Advantage,Percent of Medicare,14,225.03,154.13,136.16,112.06,1906.24,1568.8400000000001,1.3754238800642513,42.06999999999999,0.3754238800642512,588.9799999999999,above_120_percent,1,0
PRV013,99214,PA,2024-12,Commercial PPO,Fee Schedule,98,208.66,119.34,106.6,131.82,10446.8,12918.359999999999,0.9053254437869823,-12.47999999999999,-0.09467455621301768,-1223.039999999999,80_to_100_percent,0,0
PRV058,99214,MD,2024-10,Commercial PPO,Negotiated Commercial,92,218.67,126.42,115.73,131.82,10647.16,12127.439999999999,0.9590350477924443,-5.3999999999999915,-0.040964952207555694,-496.7999999999992,80_to_100_percent,0,0
PRV039,71046,NY,2025-03,Commercial PPO,Case Rate,16,40.9,29.6,29.1,32.83,465.6,525.28,0.9016143770941213,-3.229999999999997,-0.09838562290587868,-51.67999999999995,80_to_100_percent,0,0
PRV018,70551,VA,2025-05,Commercial HMO,Case Rate,15,422.07,317.02,306.73,275.26,4600.950000000001,4128.9,1.151711109496476,41.75999999999999,0.15171110949647604,626.3999999999999,100_to_120_percent,0,0
PRV038,A0429,NC,2025-10,Commercial HMO,Negotiated Commercial,16,507.42,302.37,285.13,347.07,4562.08,5553.12,0.8712075373843894,-44.69999999999999,-0.12879246261561064,-715.1999999999998,80_to_100_percent,0,0
PRV031,80053,PA,2025-12,Commercial HMO,Case Rate,44,35.54,18.63,17.64,13.94,776.1600000000001,613.36,1.336441893830703,4.6899999999999995,0.336441893830703,206.35999999999999,above_120_percent,1,0
PRV055,J3490,NY,2024-02,Commercial PPO,Case Rate,22,212.29,119.57,111.74,115.62,2458.2799999999997,2543.6400000000003,1.0341636395087355,3.9499999999999886,0.03416363950873541,86.89999999999975,100_to_120_percent,0,0
PRV016,J3490,PA,2025-04,Medicare Advantage,Negotiated Commercial,20,182.95,145.84,137.95,112.06,2759.0,2241.2,1.3014456541138675,33.78,0.3014456541138676,675.6,above_120_percent,1,0
PRV060,A0429,MD,2024-03,Commercial PPO,Percent of Medicare,25,501.65,363.06,325.21,347.07,8130.249999999999,8676.75,1.046071397700752,15.990000000000009,0.04607139770075204,399.7500000000002,100_to_120_percent,0,0
PRV057,99214,MD,2024-11,Commercial HMO,Case Rate,100,206.1,161.21,146.13,140.21,14613.0,14021.0,1.1497753369945083,21.0,0.14977533699450823,2100.0,100_to_120_percent,0,0
PRV011,93000,NC,2025-06,Medicare Advantage,Percent of Medicare,18,41.75,21.92,19.64,23.86,353.52,429.48,0.9186923721709975,-1.9399999999999977,-0.08130762782900242,-34.91999999999996,80_to_100_percent,0,0
PRV010,93000,PA,2025-02,Medicare Advantage,Negotiated Commercial,14,43.52,28.36,27.69,25.07,387.66,350.98,1.1312325488631831,3.289999999999999,0.13123254886318306,46.05999999999999,100_to_120_percent,0,0
PRV032,45378,NC,2025-08,Medicare Advantage,Negotiated Commercial,25,751.04,509.76,509.17,393.64,12729.25,9841.0,1.2949903465095012,116.12,0.29499034650950107,2903.0,above_120_percent,1,0
PRV003,27447,PA,2025-10,Commercial PPO,Fee Schedule,26,2043.06,1262.3,1173.46,1304.32,30509.96,33912.32,0.9677839793915604,-42.01999999999998,-0.03221602060843964,-1092.5199999999995,80_to_100_percent,0,0
PRV018,71046,VA,2025-12,Exchange,Percent of Medicare,27,74.13,44.44,44.16,32.83,1192.32,886.41,1.3536399634480658,11.61,0.3536399634480658,313.46999999999997,above_120_percent,1,0
PRV027,99213,MD,2025-05,Commercial HMO,Negotiated Commercial,90,101.58,69.98,67.15,82.42,6043.500000000001,7417.8,0.849065760737685,-12.439999999999998,-0.15093423926231495,-1119.6,80_to_100_percent,0,0
PRV059,70551,VA,2025-05,Exchange,Case Rate,15,391.78,241.76,223.86,227.36,3357.9,3410.4,1.0633356790992259,14.399999999999977,0.0633356790992258,215.99999999999966,100_to_120_percent,0,0
PRV060,45378,MD,2025-08,Commercial PPO,Fee Schedule,15,740.07,469.83,400.06,397.24,6000.9,5958.6,1.1827358775551304,72.58999999999997,0.18273587755513032,1088.8499999999997,100_to_120_percent,0,0
PRV010,71046,PA,2024-06,Commercial HMO,Percent of Medicare,15,55.3,28.21,28.21,35.12,423.15000000000003,526.8,0.8032460136674261,-6.909999999999997,-0.19675398633257396,-103.64999999999995,80_to_100_percent,0,0
PRV054,93000,PA,2024-08,Exchange,Negotiated Commercial,14,41.04,26.33,25.5,23.68,357.0,331.52,1.1119087837837838,2.6499999999999986,0.11190878378378373,37.09999999999998,100_to_120_percent,0,0
PRV006,70551,VA,2024-09,Commercial PPO,Negotiated Commercial,16,490.15,296.9,275.27,256.22,4404.32,4099.52,1.15876980719694,40.67999999999995,0.15876980719693992,650.8799999999992,100_to_120_percent,0,0
PRV045,27447,NC,2025-06,Commercial HMO,Case Rate,18,1842.46,1323.29,1234.54,1315.06,22221.72,23671.079999999998,1.0062582695846578,8.230000000000018,0.006258269584657749,148.14000000000033,100_to_120_percent,0,0
PRV051,70551,VA,2024-09,Medicare Advantage,Fee Schedule,22,459.94,329.55,326.01,256.22,7172.219999999999,5636.84,1.2861993599250643,73.32999999999998,0.2861993599250643,1613.2599999999998,above_120_percent,1,0
PRV054,J3490,PA,2024-04,Commercial PPO,Negotiated Commercial,22,174.22,104.63,95.96,101.59,2111.12,2234.98,1.0299242051383009,3.039999999999992,0.029924205138300936,66.87999999999982,100_to_120_percent,0,0
PRV014,80053,MD,2025-08,Exchange,Case Rate,50,16.0,12.11,10.57,14.98,528.5,749.0,0.808411214953271,-2.870000000000001,-0.19158878504672902,-143.50000000000006,80_to_100_percent,0,0
PRV054,27447,PA,2025-06,Commercial HMO,Negotiated Commercial,10,2531.77,1550.05,1528.87,1238.61,15288.699999999999,12386.099999999999,1.251443149982642,311.44000000000005,0.2514431499826419,3114.4000000000005,above_120_percent,1,0
PRV007,J3490,FL,2025-03,Commercial PPO,Fee Schedule,22,221.94,148.95,135.07,120.81,2971.54,2657.82,1.232927737770052,28.139999999999986,0.23292773777005202,619.0799999999997,above_120_percent,1,0
PRV032,93000,NC,2025-10,Exchange,Percent of Medicare,19,51.01,29.94,27.31,23.12,518.89,439.28000000000003,1.2949826989619377,6.82,0.29498269896193774,129.58,above_120_percent,1,0
