provider_id,provider_name,provider_type,state,locality,hcpcs_code,service_description,service_category,contract_allowed_amount,contract_paid_amount,billed_amount,utilization_count,effective_date,contract_type,payer_product,medicare_benchmark_amount,benchmark_source,service_month,contract_total_paid,medicare_total_benchmark,contract_to_medicare_ratio,dollar_variance,percent_variance,total_financial_variance,over_benchmark_flag,under_benchmark_flag,benchmark_band
PRV006,Provider Network 06,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1938.82,1930.76,2862.44,27,2025-08-01,Negotiated Commercial,Exchange,1324.33,simulated_cms_style_fee_schedule,2025-08-01,52130.52,35756.909999999996,1.464000664486948,614.49,0.46400066448694816,16591.23,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1984.89,1746.51,3307.05,25,2024-08-01,Case Rate,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2024-08-01,43662.75,33108.25,1.498788066418491,660.5600000000002,0.498788066418491,16514.000000000004,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,2143.75,2103.85,4534.85,20,2024-08-01,Case Rate,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2024-08-01,42077.0,26486.6,1.618743062529732,819.4200000000001,0.6187430625297321,16388.4,1,0,above_120_percent
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1769.83,1733.38,3204.99,35,2025-01-01,Case Rate,Medicare Advantage,1304.32,simulated_cms_style_fee_schedule,2025-01-01,60668.3,45651.2,1.356898613837095,465.51,0.3568986138370952,16292.85,1,0,above_120_percent
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1847.25,1778.62,2616.5,30,2025-07-01,Percent of Medicare,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2025-07-01,53358.6,39129.6,1.4162552134445536,542.9300000000001,0.4162552134445536,16287.900000000001,1,0,above_120_percent
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,2082.55,1959.77,2976.87,21,2024-09-01,Percent of Medicare,Commercial PPO,1315.06,simulated_cms_style_fee_schedule,2024-09-01,41155.17,27616.26,1.5836159566863872,767.4900000000002,0.5836159566863871,16117.290000000005,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1927.64,1789.14,2191.34,21,2024-04-01,Negotiated Commercial,Exchange,1167.55,simulated_cms_style_fee_schedule,2024-04-01,37571.94,24518.55,1.65101280459081,760.0900000000001,0.65101280459081,15961.890000000003,1,0,above_120_percent
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,2017.47,1894.28,3001.21,23,2025-07-01,Fee Schedule,Exchange,1324.33,simulated_cms_style_fee_schedule,2025-07-01,43568.44,30459.589999999997,1.5233891854749195,693.1400000000001,0.5233891854749195,15942.220000000003,1,0,above_120_percent
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,27447,Total knee arthroplasty,Surgery,2026.04,1880.6,3650.72,22,2024-05-01,Negotiated Commercial,Exchange,1304.32,simulated_cms_style_fee_schedule,2024-05-01,41373.2,28695.039999999997,1.553330471050049,721.72,0.5533304710500491,15877.84,1,0,above_120_percent
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1836.4,1713.8,3190.95,23,2024-11-01,Negotiated Commercial,Commercial PPO,1167.55,simulated_cms_style_fee_schedule,2024-11-01,39417.4,26853.649999999998,1.5728662584043511,668.8500000000001,0.5728662584043511,15383.550000000003,1,0,above_120_percent
PRV021,Provider Network 21,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1919.39,1821.58,3868.19,25,2024-03-01,Percent of Medicare,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2024-03-01,45539.5,32608.0,1.4715637266928363,615.0700000000002,0.47156372669283625,15376.750000000004,1,0,above_120_percent
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,2045.57,1911.51,3104.37,21,2025-01-01,Percent of Medicare,Exchange,1315.06,simulated_cms_style_fee_schedule,2025-01-01,40141.71,27616.26,1.555495566742202,730.51,0.5554955667422019,15340.71,1,0,above_120_percent
PRV021,Provider Network 21,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1732.18,1595.47,2381.0,27,2024-05-01,Negotiated Commercial,Commercial PPO,1165.98,simulated_cms_style_fee_schedule,2024-05-01,43077.69,31481.46,1.485600096056536,566.2,0.48560009605653615,15287.400000000001,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,2060.83,1902.04,3685.92,20,2025-12-01,Percent of Medicare,Commercial HMO,1304.32,simulated_cms_style_fee_schedule,2025-12-01,38040.8,26086.399999999998,1.5800033734052994,756.51,0.5800033734052993,15130.2,1,0,above_120_percent
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1925.3,1722.1,2193.21,22,2024-10-01,Percent of Medicare,Commercial HMO,1238.61,simulated_cms_style_fee_schedule,2024-10-01,37886.2,27249.42,1.554403726758221,686.69,0.554403726758221,15107.18,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1919.98,1885.94,3941.09,20,2025-04-01,Fee Schedule,Commercial HMO,1167.55,simulated_cms_style_fee_schedule,2025-04-01,37718.8,23351.0,1.6444520577277206,752.4300000000001,0.6444520577277205,15048.600000000002,1,0,above_120_percent
PRV031,Provider Network 31,Ambulatory Surgery,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1972.76,1718.27,3101.7,23,2025-08-01,Negotiated Commercial,Commercial HMO,1324.33,simulated_cms_style_fee_schedule,2025-08-01,39520.21,30459.589999999997,1.4896287179177397,648.4300000000001,0.4896287179177396,14913.890000000001,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1951.34,1951.34,2212.76,19,2025-04-01,Fee Schedule,Commercial PPO,1167.55,simulated_cms_style_fee_schedule,2025-04-01,37075.46,22183.45,1.6713117211254336,783.79,0.6713117211254336,14892.009999999998,1,0,above_120_percent
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,27447,Total knee arthroplasty,Surgery,1875.53,1775.36,2146.91,21,2025-08-01,Case Rate,Commercial HMO,1167.55,simulated_cms_style_fee_schedule,2025-08-01,37282.56,24518.55,1.606380883045694,707.98,0.606380883045694,14867.58,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1940.55,1822.1,2847.34,21,2025-12-01,Percent of Medicare,Exchange,1238.61,simulated_cms_style_fee_schedule,2025-12-01,38264.1,26010.809999999998,1.566715915421319,701.94,0.5667159154213192,14740.740000000002,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1751.04,1617.48,3318.08,25,2024-07-01,Percent of Medicare,Exchange,1165.98,simulated_cms_style_fee_schedule,2024-07-01,40437.0,29149.5,1.5017753306231667,585.06,0.5017753306231667,14626.499999999998,1,0,above_120_percent
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,2005.11,1991.31,2778.89,17,2025-03-01,Percent of Medicare,Medicare Advantage,1167.55,simulated_cms_style_fee_schedule,2025-03-01,33852.27,19848.35,1.7173654233223417,837.56,0.7173654233223417,14238.519999999999,1,0,above_120_percent
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1735.4,1525.38,2623.42,33,2024-12-01,Case Rate,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2024-12-01,50337.54,43042.56,1.3305017173699707,431.08000000000015,0.3305017173699707,14225.640000000005,1,0,above_120_percent
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1782.88,1610.99,2936.95,31,2025-10-01,Fee Schedule,Exchange,1324.33,simulated_cms_style_fee_schedule,2025-10-01,49940.69,41054.229999999996,1.3462505568853687,458.5500000000002,0.3462505568853686,14215.050000000007,1,0,above_120_percent
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1804.41,1729.45,2292.87,25,2024-01-01,Negotiated Commercial,Medicare Advantage,1238.61,simulated_cms_style_fee_schedule,2024-01-01,43236.25,30965.249999999996,1.4568023833167827,565.8000000000002,0.4568023833167827,14145.000000000004,1,0,above_120_percent
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1868.14,1726.05,2403.14,26,2025-01-01,Negotiated Commercial,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2025-01-01,44877.299999999996,34432.58,1.4106302809722653,543.8100000000002,0.4106302809722654,14139.060000000005,1,0,above_120_percent
PRV016,Provider Network 16,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1816.44,1683.7,2666.21,28,2024-04-01,Percent of Medicare,Commercial HMO,1315.06,simulated_cms_style_fee_schedule,2024-04-01,47143.6,36821.68,1.381260170638602,501.3800000000001,0.3812601706386021,14038.640000000003,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1864.14,1768.72,2398.98,20,2024-02-01,Percent of Medicare,Medicare Advantage,1167.55,simulated_cms_style_fee_schedule,2024-02-01,35374.4,23351.0,1.596625412187915,696.5900000000001,0.596625412187915,13931.800000000003,1,0,above_120_percent
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1901.01,1741.68,2522.95,21,2025-11-01,Negotiated Commercial,Medicare Advantage,1238.61,simulated_cms_style_fee_schedule,2025-11-01,36575.28,26010.809999999998,1.534793034126965,662.4000000000001,0.534793034126965,13910.400000000001,1,0,above_120_percent
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1794.06,1614.99,2765.68,22,2025-03-01,Case Rate,Commercial PPO,1165.98,simulated_cms_style_fee_schedule,2025-03-01,35529.78,25651.56,1.5386713322698502,628.0799999999999,0.5386713322698502,13817.759999999998,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1931.64,1626.16,3314.38,18,2024-06-01,Case Rate,Exchange,1167.55,simulated_cms_style_fee_schedule,2024-06-01,29270.88,21015.899999999998,1.6544387820650082,764.0900000000001,0.654438782065008,13753.620000000003,1,0,above_120_percent
PRV046,Provider Network 46,Lab,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1709.26,1577.3,3135.99,29,2025-05-01,Fee Schedule,Commercial HMO,1238.61,simulated_cms_style_fee_schedule,2025-05-01,45741.7,35919.689999999995,1.3799823996253866,470.6500000000001,0.3799823996253866,13648.850000000002,1,0,above_120_percent
PRV007,Provider Network 07,Physician Group,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1659.15,1476.87,2597.7,27,2025-01-01,Fee Schedule,Medicare Advantage,1167.55,simulated_cms_style_fee_schedule,2025-01-01,39875.49,31523.85,1.4210526315789476,491.60000000000014,0.4210526315789475,13273.200000000004,1,0,above_120_percent
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1920.17,1770.14,3147.64,22,2025-10-01,Negotiated Commercial,Exchange,1324.33,simulated_cms_style_fee_schedule,2025-10-01,38943.08,29135.26,1.4499180717796925,595.8400000000001,0.4499180717796925,13108.480000000003,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1669.3,1516.23,2604.16,26,2025-11-01,Case Rate,Commercial HMO,1167.55,simulated_cms_style_fee_schedule,2025-11-01,39421.98,30356.3,1.4297460494197252,501.75,0.4297460494197251,13045.5,1,0,above_120_percent
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1666.49,1552.1,2203.43,26,2025-03-01,Case Rate,Commercial HMO,1165.98,simulated_cms_style_fee_schedule,2025-03-01,40354.6,30315.48,1.4292612223194223,500.51,0.42926122231942226,13013.26,1,0,above_120_percent
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1905.49,1819.25,3431.79,22,2024-07-01,Case Rate,Medicare Advantage,1315.06,simulated_cms_style_fee_schedule,2024-07-01,40023.5,28931.32,1.4489757121348077,590.4300000000001,0.4489757121348076,12989.460000000001,1,0,above_120_percent
PRV007,Provider Network 07,Physician Group,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1894.61,1894.61,3395.87,22,2024-10-01,Fee Schedule,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2024-10-01,41681.42,28695.039999999997,1.452565321393523,590.29,0.45256532139352307,12986.38,1,0,above_120_percent
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,27447,Total knee arthroplasty,Surgery,2133.97,1953.15,2240.67,16,2025-02-01,Percent of Medicare,Commercial PPO,1324.33,simulated_cms_style_fee_schedule,2025-02-01,31250.4,21189.28,1.6113581962199752,809.6399999999999,0.6113581962199753,12954.239999999998,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1972.67,1766.4,2738.16,16,2025-02-01,Fee Schedule,Commercial HMO,1167.55,simulated_cms_style_fee_schedule,2025-02-01,28262.4,18680.8,1.689580746006595,805.1200000000001,0.6895807460065951,12881.920000000002,1,0,above_120_percent
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1805.22,1696.97,3087.31,20,2024-08-01,Negotiated Commercial,Commercial HMO,1165.98,simulated_cms_style_fee_schedule,2024-08-01,33939.4,23319.6,1.548242679977358,639.24,0.5482426799773581,12784.8,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1914.17,1777.77,2949.54,17,2024-08-01,Fee Schedule,Commercial HMO,1165.98,simulated_cms_style_fee_schedule,2024-08-01,30222.09,19821.66,1.6416833907957256,748.19,0.6416833907957256,12719.230000000001,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1873.78,1757.64,2299.51,18,2025-04-01,Negotiated Commercial,Exchange,1167.55,simulated_cms_style_fee_schedule,2025-04-01,31637.52,21015.899999999998,1.6048820179007324,706.23,0.6048820179007324,12712.14,1,0,above_120_percent
PRV028,Provider Network 28,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1749.9,1553.25,2612.97,29,2025-04-01,Fee Schedule,Exchange,1315.06,simulated_cms_style_fee_schedule,2025-04-01,45044.25,38136.74,1.3306617188569345,434.84000000000015,0.3306617188569344,12610.360000000004,1,0,above_120_percent
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1985.35,1962.06,3601.8,19,2025-01-01,Percent of Medicare,Commercial PPO,1324.33,simulated_cms_style_fee_schedule,2025-01-01,37279.14,25162.269999999997,1.499135411868643,661.02,0.499135411868643,12559.38,1,0,above_120_percent
PRV060,Provider Network 60,Imaging Center,MD,MD Locality,27447,Total knee arthroplasty,Surgery,1757.14,1571.61,2901.06,24,2025-12-01,Negotiated Commercial,Commercial HMO,1238.61,simulated_cms_style_fee_schedule,2025-12-01,37718.64,29726.64,1.4186386352443467,518.5300000000002,0.4186386352443467,12444.720000000005,1,0,above_120_percent
PRV021,Provider Network 21,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1866.24,1686.54,2189.95,22,2025-09-01,Percent of Medicare,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2025-09-01,37103.88,28695.039999999997,1.4308145240431798,561.9200000000001,0.43081452404317966,12362.240000000002,1,0,above_120_percent
PRV018,Provider Network 18,Physician Group,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1797.3,1574.94,3165.42,25,2025-03-01,Negotiated Commercial,Exchange,1304.32,simulated_cms_style_fee_schedule,2025-03-01,39373.5,32608.0,1.3779593964671246,492.98,0.3779593964671247,12324.5,1,0,above_120_percent
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1730.25,1605.72,2628.31,25,2025-04-01,Negotiated Commercial,Exchange,1238.61,simulated_cms_style_fee_schedule,2025-04-01,40143.0,30965.249999999996,1.3969288153656116,491.6400000000001,0.3969288153656116,12291.000000000002,1,0,above_120_percent
PRV007,Provider Network 07,Physician Group,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1730.14,1559.81,2689.88,25,2025-09-01,Negotiated Commercial,Commercial PPO,1238.61,simulated_cms_style_fee_schedule,2025-09-01,38995.25,30965.249999999996,1.3968400061359105,491.5300000000002,0.3968400061359106,12288.250000000005,1,0,above_120_percent
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,2005.9,1862.08,2697.9,18,2025-05-01,Fee Schedule,Commercial PPO,1324.33,simulated_cms_style_fee_schedule,2025-05-01,33517.44,23837.94,1.5146526923047883,681.5700000000002,0.5146526923047883,12268.260000000002,1,0,above_120_percent
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1796.12,1680.44,2805.55,22,2025-01-01,Percent of Medicare,Medicare Advantage,1238.61,simulated_cms_style_fee_schedule,2025-01-01,36969.68,27249.42,1.450109396823859,557.51,0.45010939682385903,12265.22,1,0,above_120_percent
PRV020,Provider Network 20,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1737.33,1691.42,3262.16,29,2025-01-01,Negotiated Commercial,Exchange,1315.06,simulated_cms_style_fee_schedule,2025-01-01,49051.18,38136.74,1.3211032196249601,422.27,0.3211032196249601,12245.83,1,0,above_120_percent
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1725.04,1603.09,2631.41,25,2025-01-01,Case Rate,Exchange,1238.61,simulated_cms_style_fee_schedule,2025-01-01,40077.25,30965.249999999996,1.392722487304317,486.43000000000006,0.392722487304317,12160.750000000002,1,0,above_120_percent
PRV021,Provider Network 21,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1614.45,1513.24,1695.17,27,2025-09-01,Percent of Medicare,Commercial PPO,1165.98,simulated_cms_style_fee_schedule,2025-09-01,40857.48,31481.46,1.3846292389234807,448.47,0.3846292389234807,12108.69,1,0,above_120_percent
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,27447,Total knee arthroplasty,Surgery,2070.9,2019.32,3731.95,16,2024-01-01,Fee Schedule,Commercial HMO,1315.06,simulated_cms_style_fee_schedule,2024-01-01,32309.12,21040.96,1.5747570453059176,755.8400000000001,0.5747570453059178,12093.440000000002,1,0,above_120_percent
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1583.88,1516.77,1978.34,29,2025-09-01,Fee Schedule,Exchange,1167.55,simulated_cms_style_fee_schedule,2025-09-01,43986.33,33858.95,1.3565843004582245,416.33000000000015,0.35658430045822465,12073.570000000005,1,0,above_120_percent
PRV033,Provider Network 33,Physician Group,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1851.97,1797.71,3536.15,22,2024-06-01,Fee Schedule,Exchange,1304.32,simulated_cms_style_fee_schedule,2024-06-01,39549.62,28695.039999999997,1.4198739573110895,547.6500000000001,0.4198739573110894,12048.300000000003,1,0,above_120_percent
PRV023,Provider Network 23,Physician Group,MD,MD Locality,27447,Total knee arthroplasty,Surgery,1787.27,1580.18,1876.63,26,2025-12-01,Case Rate,Exchange,1324.33,simulated_cms_style_fee_schedule,2025-12-01,41084.68,34432.58,1.3495654406379076,462.94000000000005,0.3495654406379075,12036.440000000002,1,0,above_120_percent
PRV023,Provider Network 23,Physician Group,MD,MD Locality,27447,Total knee arthroplasty,Surgery,1790.98,1763.06,2530.09,25,2025-10-01,Percent of Medicare,Exchange,1315.06,simulated_cms_style_fee_schedule,2025-10-01,44076.5,32876.5,1.3618998372697824,475.9200000000001,0.3618998372697824,11898.000000000002,1,0,above_120_percent
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1926.66,1883.11,3275.85,19,2024-03-01,Percent of Medicare,Commercial HMO,1304.32,simulated_cms_style_fee_schedule,2024-03-01,35779.09,24782.079999999998,1.4771375122669286,622.3400000000001,0.4771375122669285,11824.460000000003,1,0,above_120_percent
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1659.24,1532.47,2176.66,24,2025-08-01,Case Rate,Commercial HMO,1167.55,simulated_cms_style_fee_schedule,2025-08-01,36779.28,28021.199999999997,1.4211297160721168,491.69000000000005,0.4211297160721169,11800.560000000001,1,0,above_120_percent
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1929.55,1776.35,2355.95,17,2025-04-01,Fee Schedule,Commercial HMO,1238.61,simulated_cms_style_fee_schedule,2025-04-01,30197.949999999997,21056.37,1.5578349924512156,690.94,0.5578349924512156,11745.980000000001,1,0,above_120_percent
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1863.16,1675.78,3110.92,21,2025-02-01,Fee Schedule,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2025-02-01,35191.38,27390.719999999998,1.4284531403336607,558.8400000000001,0.4284531403336606,11735.640000000003,1,0,above_120_percent
PRV046,Provider Network 46,Lab,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1782.09,1640.81,2272.39,19,2025-12-01,Case Rate,Commercial HMO,1165.98,simulated_cms_style_fee_schedule,2025-12-01,31175.39,22153.62,1.5284052899706684,616.1099999999999,0.5284052899706684,11706.089999999998,1,0,above_120_percent
