provider_id,provider_name,provider_type,state,locality,hcpcs_code,service_description,service_category,contract_allowed_amount,contract_paid_amount,billed_amount,utilization_count,effective_date,contract_type,payer_product,medicare_benchmark_amount,benchmark_source,service_month,contract_total_paid,medicare_total_benchmark,contract_to_medicare_ratio,dollar_variance,percent_variance,total_financial_variance,over_benchmark_flag,under_benchmark_flag,benchmark_band
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,785.61,769.5,1126.33,20,2025-08-01,Fee Schedule,Exchange,1238.61,simulated_cms_style_fee_schedule,2025-08-01,15390.0,24772.199999999997,0.6342674449584615,-452.9999999999999,-0.36573255504153845,-9059.999999999998,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,831.72,750.48,1203.73,22,2024-06-01,Case Rate,Commercial PPO,1238.61,simulated_cms_style_fee_schedule,2024-06-01,16510.56,27249.42,0.6714946593358685,-406.8899999999999,-0.3285053406641315,-8951.579999999998,0,1,below_80_percent_of_medicare
PRV056,Provider Network 56,Physician Group,NY,NY Locality,27447,Total knee arthroplasty,Surgery,921.07,866.31,1487.61,22,2024-04-01,Fee Schedule,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2024-04-01,19058.82,29135.26,0.695498856025311,-403.2599999999999,-0.304501143974689,-8871.719999999998,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,813.62,744.78,1271.54,25,2024-07-01,Percent of Medicare,Commercial PPO,1167.55,simulated_cms_style_fee_schedule,2024-07-01,18619.5,29188.75,0.696860948139266,-353.92999999999995,-0.303139051860734,-8848.249999999998,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1003.75,936.35,1157.55,28,2024-10-01,Fee Schedule,Exchange,1315.06,simulated_cms_style_fee_schedule,2024-10-01,26217.8,36821.68,0.7632731586391496,-311.30999999999995,-0.23672684136085043,-8716.679999999998,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,820.47,747.08,1011.64,25,2024-06-01,Percent of Medicare,Medicare Advantage,1167.55,simulated_cms_style_fee_schedule,2024-06-01,18677.0,29188.75,0.7027279345638303,-347.0799999999999,-0.2972720654361697,-8676.999999999998,0,1,below_80_percent_of_medicare
PRV038,Provider Network 38,Lab,NC,NC Locality,27447,Total knee arthroplasty,Surgery,918.4,852.54,1195.02,21,2024-07-01,Case Rate,Exchange,1324.33,simulated_cms_style_fee_schedule,2024-07-01,17903.34,27810.93,0.693482742216819,-405.92999999999995,-0.3065172577831809,-8524.529999999999,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,994.06,943.91,1615.72,25,2024-08-01,Case Rate,Exchange,1324.33,simulated_cms_style_fee_schedule,2024-08-01,23597.75,33108.25,0.7506135177788014,-330.27,-0.24938648222119864,-8256.75,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,861.75,798.57,1092.8,18,2025-09-01,Percent of Medicare,Exchange,1315.06,simulated_cms_style_fee_schedule,2025-09-01,14374.26,23671.079999999998,0.6552932946025277,-453.30999999999995,-0.34470670539747233,-8159.579999999999,0,1,below_80_percent_of_medicare
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,986.64,909.95,1258.38,24,2024-09-01,Case Rate,Commercial PPO,1315.06,simulated_cms_style_fee_schedule,2024-09-01,21838.800000000003,31561.44,0.7502623454443144,-328.41999999999996,-0.24973765455568564,-7882.079999999999,0,1,below_80_percent_of_medicare
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,27447,Total knee arthroplasty,Surgery,916.06,841.49,1542.74,31,2024-10-01,Percent of Medicare,Exchange,1165.98,simulated_cms_style_fee_schedule,2024-10-01,26086.19,36145.38,0.7856567008010429,-249.92000000000007,-0.21434329919895717,-7747.520000000002,0,1,below_80_percent_of_medicare
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1018.34,898.84,1709.92,26,2024-07-01,Negotiated Commercial,Exchange,1315.06,simulated_cms_style_fee_schedule,2024-07-01,23369.84,34191.56,0.7743677094581236,-296.7199999999999,-0.22563229054187636,-7714.7199999999975,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,819.06,759.84,1319.34,22,2024-04-01,Case Rate,Commercial PPO,1167.55,simulated_cms_style_fee_schedule,2024-04-01,16716.48,25686.1,0.7015202775041753,-348.49,-0.2984797224958246,-7666.780000000001,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,961.26,926.47,1517.6,21,2024-05-01,Fee Schedule,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2024-05-01,19455.87,27810.93,0.7258462769853435,-363.06999999999994,-0.27415372301465646,-7624.469999999998,0,1,below_80_percent_of_medicare
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,27447,Total knee arthroplasty,Surgery,839.26,733.02,1166.51,23,2024-01-01,Case Rate,Commercial PPO,1167.55,simulated_cms_style_fee_schedule,2024-01-01,16859.46,26853.649999999998,0.7188214637488759,-328.28999999999996,-0.28117853625112416,-7550.669999999999,0,1,below_80_percent_of_medicare
PRV040,Provider Network 40,Imaging Center,MD,MD Locality,27447,Total knee arthroplasty,Surgery,1029.03,922.63,1408.72,26,2024-10-01,Negotiated Commercial,Medicare Advantage,1315.06,simulated_cms_style_fee_schedule,2024-10-01,23988.38,34191.56,0.7824966161239791,-286.03,-0.21750338387602086,-7436.779999999999,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1006.04,990.65,1579.37,23,2024-08-01,Fee Schedule,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2024-08-01,22784.95,30459.589999999997,0.7596596014588509,-318.28999999999996,-0.2403403985411491,-7320.669999999999,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1032.16,917.59,1481.44,25,2024-05-01,Percent of Medicare,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2024-05-01,22939.75,33108.25,0.7793827822370558,-292.16999999999985,-0.22061721776294418,-7304.249999999996,0,1,below_80_percent_of_medicare
PRV038,Provider Network 38,Lab,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1054.57,1001.54,1556.53,27,2024-08-01,Case Rate,Commercial HMO,1324.33,simulated_cms_style_fee_schedule,2024-08-01,27041.579999999998,35756.909999999996,0.796304546449903,-269.76,-0.20369545355009702,-7283.5199999999995,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,874.95,774.89,1490.01,25,2025-08-01,Negotiated Commercial,Exchange,1165.98,simulated_cms_style_fee_schedule,2025-08-01,19372.25,29149.5,0.7503988061544795,-291.03,-0.24960119384552049,-7275.749999999999,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,898.57,861.81,1225.12,27,2024-05-01,Fee Schedule,Medicare Advantage,1165.98,simulated_cms_style_fee_schedule,2024-05-01,23268.87,31481.46,0.7706564435067497,-267.40999999999997,-0.22934355649325028,-7220.069999999999,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,991.61,947.21,1413.74,23,2024-07-01,Fee Schedule,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2024-07-01,21785.83,29999.359999999997,0.7602505520117763,-312.7099999999999,-0.2397494479882237,-7192.329999999998,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,844.58,794.48,1139.56,22,2024-01-01,Fee Schedule,Exchange,1167.55,simulated_cms_style_fee_schedule,2024-01-01,17478.56,25686.1,0.7233780137895593,-322.9699999999999,-0.2766219862104406,-7105.339999999998,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,843.89,809.29,1166.03,22,2025-03-01,Case Rate,Commercial PPO,1165.98,simulated_cms_style_fee_schedule,2025-03-01,17804.379999999997,25651.56,0.7237602703305374,-322.09000000000003,-0.27623972966946264,-7085.9800000000005,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,905.31,905.31,1027.67,27,2025-07-01,Fee Schedule,Commercial PPO,1167.55,simulated_cms_style_fee_schedule,2025-07-01,24443.37,31523.85,0.7753929167915721,-262.24,-0.22460708320842793,-7080.4800000000005,0,1,below_80_percent_of_medicare
PRV038,Provider Network 38,Lab,NC,NC Locality,27447,Total knee arthroplasty,Surgery,916.19,879.91,1247.26,17,2024-10-01,Fee Schedule,Exchange,1324.33,simulated_cms_style_fee_schedule,2024-10-01,14958.47,22513.61,0.6918139738584794,-408.1399999999999,-0.3081860261415205,-6938.379999999997,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,938.48,874.62,1320.71,23,2024-06-01,Negotiated Commercial,Medicare Advantage,1238.61,simulated_cms_style_fee_schedule,2024-06-01,20116.26,28488.03,0.757688053543892,-300.1299999999999,-0.24231194645610798,-6902.989999999997,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1020.9,924.27,1272.94,23,2024-07-01,Percent of Medicare,Exchange,1315.06,simulated_cms_style_fee_schedule,2024-07-01,21258.21,30246.379999999997,0.7763143886970937,-294.15999999999997,-0.22368561130290632,-6765.679999999999,0,1,below_80_percent_of_medicare
PRV014,Provider Network 14,Imaging Center,MD,MD Locality,27447,Total knee arthroplasty,Surgery,721.26,700.09,934.79,15,2024-02-01,Negotiated Commercial,Commercial PPO,1167.55,simulated_cms_style_fee_schedule,2024-02-01,10501.35,17513.25,0.6177551282600318,-446.28999999999996,-0.3822448717399683,-6694.349999999999,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,868.38,821.03,1396.51,18,2024-03-01,Negotiated Commercial,Medicare Advantage,1238.61,simulated_cms_style_fee_schedule,2024-03-01,14778.539999999999,22294.98,0.7010923535253228,-370.2299999999999,-0.2989076464746772,-6664.1399999999985,0,1,below_80_percent_of_medicare
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,27447,Total knee arthroplasty,Surgery,835.89,755.97,1172.15,20,2025-12-01,Percent of Medicare,Medicare Advantage,1167.55,simulated_cms_style_fee_schedule,2025-12-01,15119.400000000001,23351.0,0.7159350777268639,-331.65999999999997,-0.284064922273136,-6633.199999999999,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,819.18,751.61,1060.57,19,2025-09-01,Percent of Medicare,Commercial PPO,1167.55,simulated_cms_style_fee_schedule,2025-09-01,14280.59,22183.45,0.7016230568284013,-348.37,-0.2983769431715987,-6619.03,0,1,below_80_percent_of_medicare
PRV056,Provider Network 56,Physician Group,NY,NY Locality,27447,Total knee arthroplasty,Surgery,1033.36,1029.87,1190.44,24,2024-10-01,Percent of Medicare,Commercial HMO,1304.32,simulated_cms_style_fee_schedule,2024-10-01,24716.879999999997,31303.68,0.7922595682041217,-270.96000000000004,-0.20774043179587834,-6503.040000000001,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,945.61,837.95,1665.48,18,2025-03-01,Case Rate,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2025-03-01,15083.1,23477.76,0.7249831329735035,-358.7099999999999,-0.2750168670264965,-6456.779999999999,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,921.02,869.47,1120.15,16,2025-04-01,Fee Schedule,Commercial HMO,1324.33,simulated_cms_style_fee_schedule,2025-04-01,13911.52,21189.28,0.695461101085077,-403.30999999999995,-0.304538898914923,-6452.959999999999,0,1,below_80_percent_of_medicare
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,27447,Total knee arthroplasty,Surgery,858.93,841.5,1340.43,21,2025-01-01,Fee Schedule,Medicare Advantage,1165.98,simulated_cms_style_fee_schedule,2025-01-01,17671.5,24485.58,0.7366592908969278,-307.05000000000007,-0.26334070910307217,-6448.050000000001,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,887.88,761.29,1302.38,23,2025-09-01,Percent of Medicare,Commercial HMO,1167.55,simulated_cms_style_fee_schedule,2025-09-01,17509.67,26853.649999999998,0.7604642199477538,-279.66999999999996,-0.23953578005224613,-6432.409999999999,0,1,below_80_percent_of_medicare
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,998.55,868.92,1762.33,21,2024-10-01,Percent of Medicare,Exchange,1304.32,simulated_cms_style_fee_schedule,2024-10-01,18247.32,27390.719999999998,0.76557133218842,-305.77,-0.23442866781157998,-6421.17,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1024.21,916.1,1495.91,22,2024-10-01,Negotiated Commercial,Commercial PPO,1315.06,simulated_cms_style_fee_schedule,2024-10-01,20154.2,28931.32,0.7788313841193558,-290.8499999999999,-0.22116861588064418,-6398.699999999998,0,1,below_80_percent_of_medicare
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,27447,Total knee arthroplasty,Surgery,876.76,823.17,1492.97,22,2024-05-01,Case Rate,Exchange,1167.55,simulated_cms_style_fee_schedule,2024-05-01,18109.739999999998,25686.1,0.7509400025694831,-290.78999999999996,-0.24905999743051688,-6397.379999999999,0,1,below_80_percent_of_medicare
PRV042,Provider Network 42,Imaging Center,VA,VA Locality,27447,Total knee arthroplasty,Surgery,847.82,772.38,1260.13,20,2024-02-01,Negotiated Commercial,Medicare Advantage,1165.98,simulated_cms_style_fee_schedule,2024-02-01,15447.6,23319.6,0.7271308255716222,-318.15999999999997,-0.2728691744283778,-6363.199999999999,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,980.83,864.79,1455.6,19,2025-02-01,Percent of Medicare,Commercial PPO,1315.06,simulated_cms_style_fee_schedule,2025-02-01,16431.01,24986.14,0.7458442960777456,-334.2299999999999,-0.25415570392225445,-6350.369999999998,0,1,below_80_percent_of_medicare
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,983.93,889.34,1440.07,19,2024-02-01,Percent of Medicare,Medicare Advantage,1315.06,simulated_cms_style_fee_schedule,2024-02-01,16897.46,24986.14,0.7482016029686859,-331.13,-0.2517983970313142,-6291.47,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,981.76,981.76,1626.85,18,2025-10-01,Case Rate,Exchange,1324.33,simulated_cms_style_fee_schedule,2025-10-01,17671.68,23837.94,0.7413258024812547,-342.56999999999994,-0.2586741975187453,-6166.259999999998,0,1,below_80_percent_of_medicare
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,27447,Total knee arthroplasty,Surgery,930.36,872.97,1263.14,20,2024-09-01,Percent of Medicare,Medicare Advantage,1238.61,simulated_cms_style_fee_schedule,2024-09-01,17459.4,24772.199999999997,0.7511323176786883,-308.2499999999999,-0.24886768232131173,-6164.999999999998,0,1,below_80_percent_of_medicare
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,27447,Total knee arthroplasty,Surgery,920.75,869.76,1582.34,25,2025-10-01,Fee Schedule,Medicare Advantage,1165.98,simulated_cms_style_fee_schedule,2025-10-01,21744.0,29149.5,0.7896790682515995,-245.23000000000002,-0.2103209317484005,-6130.75,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,875.63,798.22,1425.48,21,2024-09-01,Case Rate,Commercial HMO,1165.98,simulated_cms_style_fee_schedule,2024-09-01,16762.62,24485.58,0.750982006552428,-290.35,-0.24901799344757203,-6097.35,0,1,below_80_percent_of_medicare
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,27447,Total knee arthroplasty,Surgery,920.06,843.81,1479.07,19,2025-02-01,Case Rate,Medicare Advantage,1238.61,simulated_cms_style_fee_schedule,2025-02-01,16032.39,23533.589999999997,0.7428165443521367,-318.54999999999995,-0.2571834556478633,-6052.449999999999,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1029.22,1013.82,1581.28,20,2024-02-01,Case Rate,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2024-02-01,20276.4,26486.6,0.7771627917513008,-295.1099999999999,-0.2228372082486993,-5902.199999999998,0,1,below_80_percent_of_medicare
PRV037,Provider Network 37,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,882.74,873.55,1560.09,14,2024-12-01,Fee Schedule,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2024-12-01,12229.699999999999,18260.48,0.6767817713444554,-421.5799999999999,-0.3232182286555446,-5902.119999999999,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,905.48,874.25,1545.44,14,2024-04-01,Case Rate,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2024-04-01,12239.5,18540.62,0.6837268656603717,-418.8499999999999,-0.3162731343396283,-5863.899999999999,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,923.48,860.61,1312.42,24,2025-07-01,Negotiated Commercial,Commercial HMO,1165.98,simulated_cms_style_fee_schedule,2025-07-01,20654.64,27983.52,0.7920204463198339,-242.5,-0.20797955368016605,-5820.0,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1025.91,896.69,1722.57,20,2024-03-01,Case Rate,Commercial PPO,1315.06,simulated_cms_style_fee_schedule,2024-03-01,17933.800000000003,26301.199999999997,0.7801241008014844,-289.14999999999986,-0.21987589919851555,-5782.999999999997,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,846.47,760.09,1319.31,18,2024-01-01,Percent of Medicare,Commercial HMO,1167.55,simulated_cms_style_fee_schedule,2024-01-01,13681.62,21015.899999999998,0.724996788146118,-321.0799999999999,-0.275003211853882,-5779.439999999999,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,862.73,752.44,1534.99,19,2025-03-01,Negotiated Commercial,Medicare Advantage,1165.98,simulated_cms_style_fee_schedule,2025-03-01,14296.36,22153.62,0.7399183519442872,-303.25,-0.26008164805571277,-5761.75,0,1,below_80_percent_of_medicare
PRV056,Provider Network 56,Physician Group,NY,NY Locality,27447,Total knee arthroplasty,Surgery,864.58,819.64,1239.7,19,2024-01-01,Fee Schedule,Commercial HMO,1165.98,simulated_cms_style_fee_schedule,2024-01-01,15573.16,22153.62,0.7415050000857648,-301.4,-0.2584949999142352,-5726.599999999999,0,1,below_80_percent_of_medicare
PRV038,Provider Network 38,Lab,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1032.03,977.55,1120.96,21,2025-07-01,Fee Schedule,Medicare Advantage,1304.32,simulated_cms_style_fee_schedule,2025-07-01,20528.55,27390.719999999998,0.791239879784102,-272.28999999999996,-0.20876012021589793,-5718.089999999999,0,1,below_80_percent_of_medicare
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,27447,Total knee arthroplasty,Surgery,921.13,885.1,1484.22,18,2024-01-01,Percent of Medicare,Commercial HMO,1238.61,simulated_cms_style_fee_schedule,2024-01-01,15931.800000000001,22294.98,0.7436804159501377,-317.4799999999999,-0.25631958404986227,-5714.6399999999985,0,1,below_80_percent_of_medicare
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,953.57,948.68,1346.86,20,2025-05-01,Negotiated Commercial,Commercial PPO,1238.61,simulated_cms_style_fee_schedule,2025-05-01,18973.6,24772.199999999997,0.7698710651456069,-285.03999999999985,-0.23012893485439312,-5700.799999999997,0,1,below_80_percent_of_medicare
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1017.54,928.21,1625.24,19,2024-02-01,Percent of Medicare,Exchange,1315.06,simulated_cms_style_fee_schedule,2024-02-01,17635.99,24986.14,0.7737593721959455,-297.52,-0.22624062780405457,-5652.879999999999,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,835.53,756.54,1031.41,17,2024-07-01,Fee Schedule,Commercial PPO,1167.55,simulated_cms_style_fee_schedule,2024-07-01,12861.18,19848.35,0.7156267397541861,-332.02,-0.2843732602458139,-5644.34,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,82.64,75.07,115.82,98,2025-01-01,Percent of Medicare,Exchange,140.21,simulated_cms_style_fee_schedule,2025-01-01,7356.86,13740.58,0.5894016118679124,-57.57000000000001,-0.4105983881320876,-5641.860000000001,0,1,below_80_percent_of_medicare
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,871.74,734.28,1489.9,19,2025-06-01,Case Rate,Commercial HMO,1167.55,simulated_cms_style_fee_schedule,2025-06-01,13951.32,22183.45,0.7466404008393646,-295.80999999999995,-0.2533595991606355,-5620.389999999999,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1019.44,980.56,1996.08,19,2024-02-01,Case Rate,Commercial HMO,1315.06,simulated_cms_style_fee_schedule,2024-02-01,18630.64,24986.14,0.7752041731936186,-295.6199999999999,-0.22479582680638138,-5616.779999999998,0,1,below_80_percent_of_medicare
PRV056,Provider Network 56,Physician Group,NY,NY Locality,27447,Total knee arthroplasty,Surgery,958.43,854.95,1585.98,20,2024-01-01,Percent of Medicare,Commercial PPO,1238.61,simulated_cms_style_fee_schedule,2024-01-01,17099.0,24772.199999999997,0.7737948183851253,-280.17999999999995,-0.2262051816148747,-5603.5999999999985,0,1,below_80_percent_of_medicare
PRV052,Provider Network 52,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,913.08,839.87,1683.29,22,2024-02-01,Negotiated Commercial,Exchange,1167.55,simulated_cms_style_fee_schedule,2024-02-01,18477.14,25686.1,0.782047878035202,-254.4699999999999,-0.21795212196479802,-5598.339999999998,0,1,below_80_percent_of_medicare
